id,comment,Label
4526,Need to negotiate with Defence Min to get more space for civilian routes: Ajay Singh,0
4527,"Before leaving for Australia to attend volunteers meet, Mann clarified that he will come back before March 11.",0
4528,"Thanks for ambani sir please provide 3g sim cards also it will be also helpful for the customers who are using 2g ,3g mobiles.",0
4529,"8505050887#get_immediately_solution_for_your_all_problem_contact_now & whatsapp Vashikaran, love marriage, love problem, family problem, husband wife problem, business problem, child problem hashtag% guarantee",0
4530,"Shall I buy/hold holding companies like BBTC,KICL etc for long term",0
4531,After paying so much bribes to officials where there is money for good material,1
4532,"@url Indian media spoiling faith of people,as we know Indian media qualitatively failed....",0
4533,my simple question is what happens if people hold 100 and 50 denomination ....it is better for government to change all currency,0
4534,"shift this quote to the national museum -new delhi, we are living never accepts dead quote",0
4535,Are we supposed to rejoice? Such BS,1
4536,yeah the country sellers passed the lokpal but country savers are not able to implement it,1
4537,Only those who support terrorits!! Dont mix up,0
4538,Can fin homes or LIC housing finance for long term??,0
4539,delivery quote -in the maternity ward ....hello gabby we are tsunami swimmers ....go back simon,0
4540,Maya Patel loudspeaker not started at 4.30 am.,1
4541,"Amongst 10 countries we are the champions and amongst 207 countries we have to search India at the bottom of the database amongst countries which doesn't even have my districts population. Through we say other sports are not getting promoted where sports here mean a battle between willow and leather, which was forcibly created by corporate forces to grow their appetite like how media edits the news here ,what to and what not to debate on. We here of so many unknown names who have atleast competing with other nations. They come from remotest of Indian villages and not so near from the corners of a MCD's and PVR's. This is more embracing moment for the urban population than rural because ,parents leave them to their passion but urban student gets forcibly converted into an engineer and to an IT professional traveling in H1B. we say infrastructure and bla bla available in our cities but nothing truly came from the so called metros. This elucidates the very fact of the conservative parenting from the urban divide. Another stakeholder here is the local municipalities,state government and the central government by enlarge to create feeding grounds for the budding athletes,to identify them to groom them to coach them and to make them compete. Capital infusion will not be a problem with independent body of governing cricket here alone has funds to buy Boeing. we parents should take oath to take our potential childrens to travel new contours which they have never been.",1
4542,what is this bahubali? dont want to see this movie,0
4543,Pakistan will export donkies to China from KP !An agreement was finalised last month.In between two legged donkies are busy to become economic slaves of dragon because of such trade imbalance.,0
4544,"At NSE, shares of the company plunged 5.28 per cent to Rs 1,520.60.",0
4545,R b l bank when it's hitting 4 digit matk,0
4546,Bollywood should promote to make women centric films to stop objectifying female to strengthen the thought process of the youth and not just about body. It's a need to glorify many live examples there where a woman has lead the complete mass for the excellence to show she is no more less than a man but where she is less it's with a proper reason of nature. But fake feminism should also not rise.,0
4547,Lenin J Thomas A good question. May be they are happy to get killed by secularists.,0
4548,Muslims ruling parties would never do what the present parties are trying to do.,1
4549,share market tp tirupathi hundi .....that is cnbc tv 18...govinda govinda,0
4550,Covering AAM from GOVt schemes is OK. But Delhiwalas don't want to see the face of Kejri as well.,1
4551,#RCBvsRPS Virat Kohli wins the toss and RCB will bowl first against RPS,0
4552,Pakistan Army did not commit any ceasefire violation on line of control or a BAT action in Buttal sector ( Indian Krishna Ghatti Sector )as alleged by India. Indian blame of mutilating Indian soldiers' bodies are also false. Pakistan Army is a highly professional force and shall never disrespect a soldier even Indian.(ISPR),0
4553,should i laugh or cry for this stupid demand.,1
4554,Nonsense it will better check on Google rather wasting time and kb.,1
4555,Pakistan Army did not commit any ceasefire violation on line of control or a BAT action in Buttal sector ( Indian Krishna Ghatti Sector )as alleged by India. Indian blame of mutilating Indian soldiers' bodies are also false. Pakistan Army is a highly professional force and shall never disrespect a soldier even Indian.,0
4556,I am from Kerala and I do not eat BEEF,0
4557,Democracy died,1
4558,Indian Democracy - highly educated officers have to listen to filthy MLA goons,1
4559,I think all types of notes should be Renewed ˜‚˜‚,1
4560,"Correct Ahsan bhai, let me tell you no one is supporting kashmiri pandits as they are no vote bank, but recently govt proposed separate colonies for pandits in kmr but majority community opposed it, they didn't want hindus back in kmr, is it possible in india you will throw all muslims to pakistan, we Hindus are truly secular, on basis of religion they were thrown out of kmr, labelled as mukbir, kafir and Indian agents",1
4561,What really happened in INFIBEAM today highly volatile today?,0
4562,yep Avishek Mani its true.,0
4563,Beef is Animals not gods,0
4564,SMS GR to 51818 to get updates on the Get Rich shows,0
4565,GST shall exclude renewable energy sector - big impact seen in renewables ' costs if GST doesnt exclude them.,0
4566,"¨DO YOU LIKE ONLINE JOB¨ ‚i am .. .Sanjay ONLINE JOB EXPERT ‘‡HOW TO DO₪”₪” 1ƒ£GOTO GOOGLE PLAY STORE 2ƒ£ TYPE *CHAMPCASH* APPLICATION 3ƒ£ INSTALL THEN SIGN UP 4ƒ£PUT MY REFER ID- 5126264 5ƒ£ YOU HAVE TO MUST INSTAL SOME APPS 6ƒ£ 7 LEVEL INCOME HERE 7ƒ£SHARE YOUR REFER ID MORE FRIENDS ‹‚MORE INFO WHATSAPP ME *+919255736374* ¨ *MY REFER ID IS- ""5126264* This is a multi level marketing company like that *CHAMPCASH*",0
4567,Nice article...‘‘‘,0
4568,Who cares about corruption? We have more important issues like beef!,1
4569,Wow Pakistani hates Modi & loves Congress . This is why we support BJP ˜˜,1
4570,I have a lot of vedanta and bharat financial shall I continue to with these stocks,0
4571,Any idea abut e governance companies it seems at inflection point,0
4572,Nodilla Inna.. have to watch ˜ƒ,0
4573,"Sambit Patra...Is so pathetic.... Please come to the problem.....Stop giving accounts..... What is the action plan...He is so Shameless, that he just cannot Answer.....BJP...Can only be a good Opposition... They don't‹know how to run the Nation.",1
4574,"These are all the dirty deeds of Terrorists who guise themselves as Muslims. Islam has been hijacked by the Wahabi Salafis to demonise its good name so that Muslims are hated all over the world. And dont forget the role convincingly played by the international media to pour salt on the gaping wounds caused by all these atrocities on mankind, and Muslims themselves among the highest victims, in Afghanistan, Iraq, Libya, Syria, Yemen and many in African countries. These facts explains that these terrorists are not Muslims (in the real sense of the word) but paid proxy armies, nurtured, protected, assisted bt the greatest Terrorists the world has ever seen - Israel, America and GB. This is the truth, the absolute truth only known by knowledgeable people. We are all being taken for a long windy ride to make the world believe what what they want us to believe. Unfortunately a huge percentage of the world's population took the bait, hook, line and sinker.",1
4575,Israr Alam terrorist has no religion and people like you encourage such unlawful activity in our country.,1
4576,Jealous :D . Baalubali is one of the best picture.,0
4577,Nonsensitical statement,0
4578,You mean there is no dust in america... lol.. can't stop my laugh after reading your comment... ha ha ha ha,0
4579,Pak Army entered in Indian territory across 250 meters and Indian Army can't did anything...???,1
4580,to some extent she is right,0
4581,Delta crop hold for long term or sell ?,0
4582,Leaving the industry should be her decision not others business.,0
4583,every date is a last date in itself.....this perticular date is only similer.. thats the difference....,0
4584,"Yes champ!! We the people of Kerala love our beef, in our plates, well done! Thank u! ‚",1
4585,Will match tariffs of other operators & offer 20% more data: Mukesh Ambani,0
4586,50 heads was possible if your Dad would be a Cow. But unfortunately he was just a Soldier. Bjp Government doesn't get votes for Soldiers... Sorry for your Father Sis..,0
4587,"Congrats Rahul... mummy will be soo happy with ur joke..˜, best comedian in the Parliment‘",1
4588,If he is not PM for you then nobody can,1
4589,MODI'fying India.,0
4590,Anuj and Porinju of the view that markets will make a new high before the budget,0
4591,That's why I awarded Sharad Power :V,0
4592,"Pak produces fear in the hearts of enemy, producing brave soldiers",0
4593,The bike is specially hand crafted for people who work at night,1
4594,Modi starer Demonitisation Movie super hit. great collections of 07 days. Breaks world records.,1
4595,"Kangna Ranaut has exposed ""Bai Bateejawad "" in film industry. Kangna if steps into Direction, would be great boon for talented artists. Definitely she could prove better director than Karan johar who is nothing more than a sycophant.",1
4596,What a wuss,0
4597,What should be done with Divis Lab for long term???,0
4598,TRUE,1
4599,Pity you still don't see through this fraud AK. As he doesn't hold any portfolio in Delhi cabinet why doesn't he relinquish the CM post and continue as the convener. No one will question his spending time in Goa & Punjab for party campaign then,0
4600,Bro keralites eat a lot of beef... There they even sell on thelas and serve beef on green leaf...all mallus eat beef irrespective of their religion,0
4601,"Good PM let corrupted leaders bark, you keep your word, we are seeing new hope with you",1
4602,but if u blame pakistan army we r stand with our proud army,0
4603,"This is the country of Hindus so.....,it's ok if there is noise in navratri nights˜",1
4604,"Abhay singh had never killed a mosquito, and not even a micro germ while brushing in the morning hashtag",0
4605,It appears that there is more indiscipline in the country. It is advisable to give good education to all so that they learn to be polite and good moral characters.,1
4606,We appreciate the bold move but NRIs who don't have plan to travel to India in 50 days or say till 31st of March will be in trouble.,1
4607,"Every IT company has a client profile unique to itself. If Infy and TCS were treated as market leaders to even WIPRO then it was and is wrong. INFY and TCS need not and should not rally with WIPRO rally. Market reaction will be company specific in a matured market. There's no fooling thru market or cheer leaders,,",0
4608,Wow. We have an apologist,1
4609,"ibn,ishag992/Quran ,what they write on ,really u will shock",1
4610,u compare her contribution to the field of peace with nelson mandela n ull get the result,0
4611,He put the whole police force after his buffolos went missing and sacked them also. His mainstay is rape is legal and pass as per SP Manifesto.,1
4612,Hahaha...Bajaj is Good. But safety is an issue on these bikes.hope this comes with advance handling and ABS !,0
4613,waiting for indian govt. to say kadi ninda for this act,1
4614,"Not 'now', but if, and only after, things happen as planned and there is a system to continually monitor and correct or improve what's intended for.",0
4615,I am happy to see he speaking for the first time in the last 14 years...He is very smart and intellectual and there is no way anyone can be compared to him...we are so unfortunate to have this kind of people talking for Gandhis but not for country...,1
4616,Where is Anna ji....hibernating or cursing arvind kejriwal,1
4617,thanks to bjpigs,1
4618,Happy with the way the company has ended the year: TCS,0
4619,"Maxwell is tottly poor in mind and wealth,,,, plz ignore this poor man,,, who said our pm ,,, tea man",1
4620,Prachee that video ˜‚,0
4621,Hahahaha. Nice story,1
4622,This is paid media and they are giving fake news. Nearly about 6 or 7 Indian soldiers got killed by Pakistani forces and even worst done by nexlets women who attack Indian army in sukma and killed 27 crpf and they remove there genitals while keeping them alive because army use to rape them,1
4623,Then why Mamata started Duronto from WB? Did you ask her the same?!,0
4624,Love u kkr missss u,0
4625,Is it news aor you are try to panic the people,1
4626,"Swami Vivekananda also said:"" The society where women are not respected can never prosper.""His words are more relevant today than they were during his lifetime in view of the rising crimes against women in our society .Swamiji also started the tradition of 'kumari pujo' where a young girl is worshipped as part of Goddess Durga on the Navami day of Durga puja.",0
4627,Bashing any religion does not make anyone secular but respecting religion does !,1
4628,Its not good signs....Webcast crashed...CNBC tvs 18 webcast playing like cat and mouse...awefull songs,0
4629,Can we Buy CADILAHC at current level after today news ?,0
4630,"When all the world moves on with a new thrust we idiots are still discussing on others food. Idiots barking out here, if anyone comes up and tell eating aloo is against their believes will u stop eating aloo and produce lesser gas? btw pepper beef dry fry is really tasty, if you dont know ask your bjp mates in kerala,",1
4631,"Khyati Mehra many cases are there ,where women feel nausea due to their male colleagues . Kindly check, first",1
4632,"Whatever this RM is honest, needs to make railways more efficient to improve the ratio.",0
4633,U didn't talk when u had ur chance! Now don't talk when u lost ur chance,1
4634,"Sensex would indeed touch 22,000. In our opinion we are on a brink of a global collapse there will be a cyclical recession in the time period of 2016-2018. Global events that will exacerbate the recession: - IMF's Foreign Reserve basket adds Chinese Yuan to its Forex basket reducing Euro's contribution to this basket by a considerable 7%+ - Euro will considerable depreciate - BREXIT - British Voters will actually vote for Britain to leave the EU - US Elections and it's uncertainty. - Crude Oil Glut - China Debt-to-Equity conversion - Shemitah year of 2016 A Major global sell off should have happened on 2 October 2016 but as that is a Sunday on 3 October 2016, which is a Monday we will witness a global sell off and Global markets will correct in excess of 8%+ Targets in the range on 2016-2018 (All prices are in Rupees Sensex: 18000-19000 Nifty: 6200-6400 Bank Nifty:8500-9000 ICICI bank: 110-120 SBI: 95-105 Google ""Shemitah Year 2016"" we are headed for the biggest blobal recession yet. You have the opportunities to either become rich or become poor. Sit on cash don't buy anything right now. Until, we reach the above Targets, you should sit on cash. Welcome to Shemitah Year 2016. Either you become rich or you become extremely poor the choice is yours the market has already dropped so much from 2014 that all gains have been wiped out and now we are in negative.",0
4635,I don't look at this as a battle: Infosys Chairman,1
4636,So BAT men killed 'em,1
4637,"Cow in Hinduism: Eating Beef (Cow Mata) allowed in Hinduism. Rigveda (10/85/13) declares, On the occasion of a girls marriage oxen and cows are slaughtered. Rigveda (6/17/1) states that Indra used to eat the meat of cow, calf, horse and buffalo. Manusmriti (Chapter 5 / Verse 30) says, It is not sinful to eat meat of eatable animals, for Brahma has created both the eaters and the eatables. Maharishi Yagyavalkya says in Shatpath Brahmin (3/1/2/21) that, I eat beef because it is very soft and delicious. Apastamb Grihsutram (1/3/10) says, The cow should be slaughtered on the arrival of a guest, on the occasion of ˜Shraddha of ancestors and on the occasion of a marriage. Vashistha Dharmasutra (11/34) writes, If a Brahmin refuses to eat the meat offered to him on the occasion of ˜Shraddha or worship, he goes to hell.",0
4638,Good,0
4639,The Financial Express: Get ready to pay upto Rs 1 lakh more for small diesel cars after hashtag implementation!,0
4640,Many muslims in India name only Muslim but they dont know anything about Islam,1
4641,two post destoried . indian tank went in side pakistan and killed 7 soilder.,0
4642,Stupid of you for thinking on those lines ....sitting in Mumbai and enjoying the life,1
4643,And naxalites praises antinational NDTV. The enemy within the nation.,1
4644,View on L&T. in Budget any relief for Infra? help to L&T?,0
4645,Simple....The only thing the BJP doesn't do is appeasement while the rest are more or less same,1
4646,"Hi Sonia, I would like to know whether to hold Ashok Leyland or Sell it.",0
4647,This is really bizarre.,0
4648,It is hitting new lows for the *greater good* as promised by our beloved PM.,0
4649,So it is the increase in comparing with month wise and not the fy,0
4650,In Kashmir there is no Muslims only anti nationalists .. Modi need to kill u all anti nationalists with out mercy.. u disgusting stone pelter bacteria u r all poops in Kashmir.. we will flash u all those who support Pakistani.. u coward Hanif never add any peace of religion in revolution.. Ur revolutions for 500rs/- from Pakistani u disgusting pak pigs..,1
4651,I think he should stay silent for few years ˜,0
4652,The complete squads of the teams that already announced their shortlists for the tournament in England and Wales,0
4653,How do you See future prospects of fmcg sector? Will rural economy be the major force going forward..?,0
4654,I like your comment especially the last part lol ˜‚,1
4655,Indian media behave like prostitutes,1
4656,Every religion should stop using loudspeakers,1
4657,'Economists say rich people either send black money abroad or invest it in real estate or convert it to bullion',0
4658,This is the most brilliant question... and the answer is we don't care to admire someone without his/her achievements..,0
4659,lol,0
4660,This new paper reporters and editors must be smoking Pot!!,1
4661,Happy Mothers Day!,0
4662,"Standing ovation to him for reminding us legalized plunder and organized loot like 2G, Coal, CWG scams :P",1
4663,I live in England but I want my country to United,0
4664,Only indians watch our movie unlike hollywood which are watched all over the globe,0
4665,"Was he the lone one involved ? Wt abt d finance minister,officials,brokers etc involved ??",0
4666,No brother everyone is not like that. It is the media only who divide but i think that it is the right time for equality.,1
4667,India has become a leading country in mobile data usage: Mukesh Ambani,0
4668,Far too many innocent lives have been lost in a system that is mired in corruption. Are we so arrogant now as to trivialise a child's life ? How come there has been no investigation into where the system has broken down ??,1
4669,"He he he he Just Ask CM, How much she waste in breakfast only??",1
4670,Anna ji lokapal abhi tk nahi aya. Kab andolan karne wale ho? Ya sirf Congress k khilaf drama tha?,1
4671,"Modi did good, to control back market, plan was not well executed. Middle class has to suffer a lot.",0
4672,Pls share this page on your timeline so that we will connect with more peoples @url,0
4673,Jokers !!,1
4674,"Confused! Guys new video is up, do check it out, thank you. @url",0
4675,Bjp govt cheated our Andhra Pradesh we need special status or else your govt will be wiped out in next elections hashtag...,1
4676,Super man gautam Gambhir........ We love you....,0
4677,Obviously this Alkesh is from Moon? He does not Know the phenomenon called Amitabh Bachhan!Even though I like his screen presence more than this movies but to be so ignorant is a crime!,1
4678,Demonetization devil is treading on unstoppable.more job cuts are in offing.,0
4679,"Worst BANK... and all customer care executive including Customer Service Manager (Chairman & MD Cell) MR. RAVI M. are extremely ignorant and they are dealing customers as if they are running a grocery shop. Just imagine.. 16th of March I received mail from him sayingDear Mr. Customer, We acknowledge receipt of your below e-mail received at the office of the Senior Management. The reference number for this interaction is APW-0316-862-BG. We have noted your concerns and we shall reply with the status within 4 working days. Should you have any further concerns on the same issue, kindly write back to us using this same email ID and reference number. We appreciate your cooperation and patience in the interim. Warm Regards, Ravi M. Customer Service Manager (Chairman & MD Cell) Regd. Office : HDFC Bank Ltd., HDFC Bank House, Senapati Bapat Marg, Low And till date he has not replied even after 2 reminders... even deputy manager at chennai division Nagarajan Narayanan Jebasundersingh Devasahayam Ravichandran Vaidhyanathan all had replied to mails like blinds.... I am asking for a reason of delay and all these ignorant customer care officers replied , ""you card was delivered."" Completely out of context of the mail that was sent to them . No accountability this BANK has. Obviously that cannot be expected if Mr. RAVI M. (Service Manager of Chairman Cell ) is sleeping and has not lived upto his committments in last 2 months (almost). WORST BANK AND CUSTOMER SERVICE...!!!!!!!",0
4680,It is the worst of times; it is the age of foolishness; it is the epoch of incredulity; it is the season of darkness; it is winter of despair; we have nothing before us and we are already in abyss.,1
4681,Kerala in no 1 state in almost all indices.Check and find for yourself,0
4682,Follower of MODI N HISS RSS HINDU IDEOLOGY. ..SO SUCH STATEMENTS ARE OBVIOUS TO APPEAR FROM SUCH HINDU PERSONALITIES,1
4683,Certainly it is directed to all religions... Curb noise pollution,1
4684,"Most favoured nation Pakistan ne aaj hi tamacha jada hai, surgical strike ke liye Gujarat election tak intzaar Karo............",1
4685,wats happening with sunpharma buyback? wats happening with sunpharma?buyback? wats happening with sunpharma?buyback?,0
4686,Our politicians care for this but not our Indian army they gave many life's for nation,0
4687,If government spend these money on participants before olympics rio then i think INDIA should have 25-30 more gold medal,0
4688,What should we the good level to enter in dmart,0
4689,Y are all the news channels sounding like he will be thrashed n kicked ˜‚ kind off...he was the king of good times he will remain the same...banks were dumb they lent him... he I'll give back half of it and get a clean chit I feel.... where are those recovery agents and gundas which many banks have who end up breaking some ones leg for a mere 1lakh 2lakh loan... any one gutsy enough to make him pay full 9000cr ?,0
4690,I am an IITian. My opinion is totally different. THE QUALITY OF EDUCATION IN MANY OF INSTITUTE/UNIVERSITY IS SO LOW THAT IITs seems to be higher than actuality,1
4691,I salute you Mr. Abrar. This every you should think before taking up the Pistols and bombs.,1
4692,Good ... Very good analysis.... Shame on you....,1
4693,"My last and final appeal to PM Sh. Modi Ji, let the war begin and get this over. daily we are facing such coward behavior from Pakistan. The same treatment required in Kashmir also, if any politician favor terror activity shoot them also declaring Terrorist. This should be over by now can't be tolerated any more. We all Indians are with you.",1
4694,Please go to rural area and see the facts. Life is very slow in rural area. Come out of AC room and see reality,0
4695,"Congress required to accept that lower,medium and common peoples had left faith on them due to their ill planning .They have to accept that there is no leader who can come forward to take challenge to re-strengthen the party and come atpar with Sh.Narinder Modi &Amit shah BJP Party.",1
4696,Fantastic ˜ !!,0
4697,"Don't worry, indian army too won't mutilate pakistan soldiers bodies.......third party would do this...",1
4698,People of Kerala will give befitting reply to these BJP idiots. They Are wise than other northern States,1
4699,Dipak Haksar is son of former ITC chief Ajit Haksar.He is also nephew of former distinguished bureaucrat late P.N.Haksar.,0
4700,Gandhi Killer Ram (Nathu) Temple in India...... Big Shame 4 India........,1
4701,"Which means ‹ India has more toilets and mobiles than Pakistan. Pakistan A nation that also suffers from the same problem,but they are blind to it.",1
4702,Finally corrupt peoples are offering bribes to gods for save them from the money demonisation scheme. BTW GOD IS NOT LISTENING THEN.,1
4703,"Mr seghwag, you have lost fan following in anti nationals now dont loose bhakts, nationalists as well˜˜˜˜˜˜˜˜˜˜",1
4704,Spend these amounts before medals i think we will achiveve more,0
4705,This mentality of media and politiion is worst....dont make and think headlines of stopping BJP.....ask them to do something better than bjp...who ll perform better than bjp...,0
4706,Demonetisation gives banks a platform to push small entrepreneurs into a formal system: Arundhati Bhattacharya,0
4707,What about vande Matram and yoga opposition? What about Uniform civil code ?,1
4708,"Leave alone the passengers inside? Seriously, who is the editor for the Social media news here? Please, ask him to go back to basic grammar again!!",0
4709,and what about land in Hyderabad and telangana .. what abt bmw car gifted by Sachin to sidhu ...,0
4710,First ask yr CM to respect his father.,1
4711,My company files are under scrutiny for past yearsand am being digged for nonsense. Pls controle this nonsense.,1
4712,Hoping President of the great country,0
4713,Stop barking,1
4714,Yup...its a truth...I know how they make filing of innocent people. Don't go for Airtel....,0
4715,Hi Shireen where are you now? In Bangalore? Or flew back to Delhi? How do you manage such hectic schedule,0
4716,Congress is a bunch of jokers and biggest clown rahul,1
4717,"I feel the Govt. Should remove all subsidies, let PSU to do buiness on their own not pressurise them. And beleive in ""Survival of the fittest""",1
4718,Truely very sad such a young life to be taken away so soon.,1
4719,oh God!!! what a pitiable condition in Delhi.These initiatives are okay and nontheless appreciable but moving to eco friendly means of transport and reducing usage of fossils fuels will be the best possible solution.,0
4720,We just killed 7 of your mughal blooded barbarians. It's not even a beginning.,1
4721,"emerging India emerging actor Narendra Modi Ji, enough of speaking we need to see implementation, we all know you can market your thoughts well, we need more implementation, speaking about the same one good thing all the times does not help. stop the blame game of pointing congress we all know the history, what we are interested is the future",1
4722,Request to Pak Army plz fire atom bomb to the border. Then no one remain alive to blame violation.,1
4723,2 wrongs don't make one right. All these malpractices in the name of religion should be stopped.,1
4724,He is doing for his country men. Immigrants are secondary. Syria was a fuck up. But on domestic side he is doing well. Illegal crossing has decreased. Business are going to US. He is doing well.,1
4725,Should be buying in wockhard from this level due to usfda issues??,0
4726,He is not getting elected again. Why is he making such promises?,1
4727,Where do I even begin on the issue? By the way...This happened behind my back....,0
4728,Now nothing to do by your explanation who know its was Cow Meat or some other Meat its was told by your Restaurant Friend that its Beef ( Thats all Mam ) The whole nation has seen your Video. Now where are those so called Gau Rakshak those idiots why dont they ask her in this regard ?,1
4729,Why produce so many children in the first place when you can't afford to raise them?,1
4730,"Not 2000, it's 5000, Official report 2000 But Unofficial Killed & missing 5000",0
4731,1st aggressive statement i have seen since he took his office.,0
4732,"Harvard University is not teaching fraudulent ways of creating false GDP , Modiji.only U people can do it .",1
4733,"No, you should go to HELL",1
4734,"Well in return Indian army can kill few paki soldiers no big deal, but are we looking for some solution to end this or such skirmishes will go on for next 50-100 years, being a more progressive and developing nation it's India's responsibility to find an alternative.",0
4735,Hedge funds prey on instability. So it's better we have more pe funds instead. But for that to happen we need a credible banker,0
4736,"No need for any clarification. Since you are Bollywood celebrity ; yours only religion is name, fame and money . Now please eat donkey's meat and put it on social media.",1
4737,Decision is good but implementation and its planning is faulty which is causing hardship to ordinary people!,0
4738,huge respect for your love to nation more than family.. Students of JNU & DU have learnt a lesson from this great Father. Finally terrorism has no family too.,1
4739,Seriously? Bheem with those fat hands?,1
4740,I am with Sonu on this. Loudspeekers should be banned and it should be allowed only by Govt. Authorities when the need arises. No religious or cultural festival should be allowed to use loudspeekers.,1
4741,Seven of eight of saarc counries'is the part of great cpec project even whole globe wants to part of cpec'but a Gelious india did'nt to part of great progress of the region,0
4742,Certainly iits and iitians are overrated,1
4743,Good move by hashtag to quit from ODI & T20 captainship which will enable him to be a hashtag to youngsters and to be a transformational leader to create many more hashtag hashtag and match hashtag hashtag for hashtag. Every Cricket match is a project which goes through risk mitigations. Similarly several such risks mitigations recorded in this book. @url,0
4744,"Metal stocks going up overtime , wats your view on it",0
4745,Keep satisfying your ego by saying IITs are overated,1
4746,Mitesh very nice learn about how to stand by in market,0
4747,Make more solar power plants in our country that's good...because that's green india....,0
4748,"If they would have got this kind of money for preparation before winning the medal, they might have won gold. Anyways i hope they make good use of this money.",0
4749,Bajaj better have somebody keep an eye on the fans reaction here,0
4750,"From pre-2014 , We have heard the thumping of 56"" Chest with promise to abrogate article 370 and famous ""10headsForOne"". BJP is in power both at Center and State, the Big mouth for first two years rejected UPA's ""no talk and undeclared tit-for-tat policy"" that had Kashmir situation under near normal and started hobnobbing with Nawaz in chai pe charcha. Today Kasmir is worse than ever, intrusion and terror attacks are substantially up and Indian reaction are the same empty words. Shame on this Government which neither has any Kashmir policy nor knows how to secure Indian borders and security personnel nor establishments even after 4 attacks on highly secured Security establishment. This is the most impotent, imbecile Government ever.",0
4751,"Their performance would be reviewed after the stipulated six months and if sales continue to be sluggish, a fresh set of guidance with a new detailed action plan would be provided for a turnaround in next three months.",0
4752,Only narrow minded ultra religious people can make these allegation against Kajol. People have right to eat what they want.,1
4753,Good news,0
4754,Tamil Nadu Chief Minister O Panneerselvam Resigns,0
4755,Agreed.,0
4756,Shazad Gill it's rape.,1
4757,The guy who made obscene comments is mentally ok . Is it? Sounds so funny ......,1
4758,BROTHERS AS PER PAKISTAN NEWS DAWN THERE WAS NO ATTACK FROM OUR ARMY SIDE OUR ARMY SAID CLEARLY WE NEVER DID THIS AND WE WILL NEVER DISHONUR ANY SOLDIER EVEN INDIAN SOLDIER,0
4759,"To understand the ideology of the RSS, one needs to have a big brain n must be able to use it",0
4760,indian express is jokeing news,1
4761,Too many wwe fan boys. This genre doesnt mean 'undertaker',1
4762,I have 7 calls of 280ce icici bank Oct expiry please please comment @user rs now 1.5,0
4763,We don't need terrorists supporter idea. Pls let him keep his thoughts with him.,1
4764,sir bhakt r redy to join armed forces whnevr nation need dm,1
4765,Watch it first,0
4766,"What is this ?????Why does not A to Z strong step,Pray to our country we should be lease to our country to Israel is the best country of the World, don't damage Politics,they should be permanent sulation end this",0
4767,mfuk who has done dis.. i know indian express and their background how cheap and poor they are..bika hua media..paid and intolerant print media,1
4768,The Opera guy looks like a low budget gangster in a gangster movie,1
4769,Siva Das and you were tagging me in pages that trolled Yechury for attempting to get re elected to Rajya Sabha. Yechury says sorry to disappoint you! ˜‚,0
4770,"Anna Saab, why don't you too form a committee and probe ..?",0
4771,Modi Modi Modi india is changing up will change to,0
4772,what about gvk p&infra and rolta india for medium purpose,0
4773,"Mental status of equating some sings played in navarathri once in a year to everyday loud speaker calling for Azan five times a day is simple a mental bancrupcy of so called liberals they would anything and everything to defend illogical practices but will question every practice about Hinduism , that is why I call them so called liberals they are only liberals for some section not for majority",1
4774,"Despite Rajeev Bajajs announcement,Eicher Motors closed at days High..any comments ?",0
4775,Shame that AIFF is wasting money when there is dire need of money for infrastructure.,0
4776,You ppl now feel everything odd by Muslims... let's separate all the Muslims to a particular state n feel tension n noise free...wt u say Mr S nigam.,1
4777,"Dear friend, I have not got opportunity to watch the movie yet due to shows running housefull but your comment seems to inspired by communalism..",1
4778,"Uncle, why don't you openly join BJP and dare to declare your rss alignment ˜‚",1
4779,When tht bloody di****s nation would release him. I il pray fr u. Come back soon bro.....,1
4780,Why isnt Anna asking BJP to implement Lok pal bill ? Why isnt he doing any fast to force Bjp to get back black money from swiss banks ? Anna did all the drama to remove congress but not to change the system.,1
4781,STOP debating instantly and act. Dont insult Indians any further. Taking action is not some thing is not revenge.,0
