id,comment,clean_comment,Label
1016,Do you think there can be a bounceback in hdfc bank tomorrow?,think bounceback hdfc bank tomorrow ,0
1017,India is #1 this is just foolish survey . Dude size of country matters.,india foolish survey dude size country matters ,1
1018,Just good friends means only one sided love. I mean someone have a better option to secure rest life rather stick with foolish lov3ee3,good friends means one sided love mean someone better option secure rest life rather stick foolish ,0
1019,"New Delhi: Jitu Rai, Heena Sidhu Delighted After Clinching Gold In 10-Metre Air Pistol Event At ISSF World Cup",new delhi jitu rai heena sidhu delighted clinching gold metre air pistol event issf world cup,0
1020,Earlier jennifer was also his everything.... actors ha ha ha,earlier jennifer also everything actors ha ha ha,0
1021,"6 months ago Kallu mama(Amit Shah) said after surgical strike, Pakistan will dare to attack India & it is the end of Pak's cross border terror. Today here we stand, 2016 witnessed highest number of soldiers martyr and its continuing in 2017. Wasn't SurgicalStrike a paid media hype & BJP's Propaganda ?", months ago kallu mama amit shah said surgical strike pakistan dare attack india end pak cross border terror today stand witnessed highest number soldiers martyr continuing surgicalstrike paid media hype bjp propaganda ,1
1022,You should not take this guy seriously.After all his only contribution is producing three children.,take guy seriously after contribution producing three children ,1
1023,"Greetings we need a business partner investor to come and invest in Namibia Africa construction, IT, Tourism, Banking, Mobile Telecommunication, Entertainment, Transport road, airlines and sea willem gariseb consumernews@user.na +264812498161 I need a investor Coming soon to India Hyderabad Indiasoft2017 willemgariseb77@user.com +264812498161 it will be 12-14 February Regards Willem",greetings need business partner investor come invest namibia africa construction it tourism banking mobile telecommunication entertainment transport road airlines sea willem gariseb consumernews need investor coming soon india hyderabad february regards willem,0
1024,MI all the way ˜,mi way ,0
1025,Sir delhi police reports to you and your central government.....still crying think about civilians,sir delhi police reports central government still crying think civilians,1
1026,THANKS BARINDER FOR EARNING PATAKA....YOU R THE REAL ASSET OF CNBC TV 18.......,thanks barinder earning pataka you r real asset cnbc tv ,1
1027,Sneha Shriyan Neenu Kewlani got featured in CNBC Live @3:48,sneha shriyan neenu kewlani got featured cnbc live ,0
1028,"USA, UK, GERMANY, FRANCE and many other countries follow state religion, while they allow other faiths to coexist. However laws of the land are strictly followed regardless of ones religion and no concessions are given. None of the Islamic countries such as Saudi Arabia, Kuwait,Iran, etc., have churches or temples but in the guise of secularism India has given Muslim followers unlimited liberties of loud sparks for their calls to prayers, subsidies to travel to Macca Madina and various other financial helps. Yet this community, many of them, are dissatisfied. In that case Indian govt should allow them to migrate to Pakistan Banladesh or any other. Muslim country which will take them. Those who support secularism, can also try and emigrate to other countries of their choice if they will be accepted. Creators of constitution have committed biggest blunder and its interpreters of this secularism are propagating this blunder to help their vote bank which is a great shame.",usa uk germany france many countries follow state religion allow faiths coexist however laws land strictly followed regardless ones religion concessions given none islamic countries saudi arabia kuwait iran etc churches temples guise secularism india given muslim followers unlimited liberties loud sparks calls prayers subsidies travel macca madina various financial helps yet community many them dissatisfied case indian govt allow migrate pakistan banladesh other muslim country take them support secularism also try emigrate countries choice accepted creators constitution committed biggest blunder interpreters secularism propagating blunder help vote bank great shame ,0
1029,Really? Mr Bipin Chandra Bhatt lets know ur definition of secularism...,really mr bipin chandra bhatt lets know ur definition secularism ,0
1030,Why is media so biased towards modi ? Showing him bad man... politicians who shouting and abusing Shri modi are black money hoarders why you don't ask questions to them,media biased towards modi showing bad man politicians shouting abusing shri modi black money hoarders ask questions,0
1031,"coma men , full stop men , hyphen men ....all grammers in common man",coma men full stop men hyphen men all grammers common man,1
1032,So bat think sonu nigam,bat think sonu nigam,1
1033,HIii,hiii,0
1034,His father did the right thing but the root cause of hatred is absence of humanity which should be taught at home. Jobless youth who are frustrated with life are the prime target for terror recruiters and something should be done to nip it.,father right thing root cause hatred absence humanity taught home jobless youth frustrated life prime target terror recruiters something done nip it ,1
1035,You are Great sir and your words also great....,great sir words also great ,0
1036,"Very true Prashant Suvarna This facilities should be given to soldiers who are *playing*with there life to protect our country, where as sport person play for our country no doubt, but our government give them crores of money where as soldiers not get pension also...",true prashant suvarna facilities given soldiers playing with life protect country sport person play country doubt government give crores money soldiers get pension also ,0
1037,we praying because we love our ALLAH .ANY CONDITION WE MUST PRAY .IF U HAVE ANY PROBLEM WITH OUR PRAYING,praying love allah any condition must pray if u problem praying,1
1038,Yaar though they have launched it but it's so expensively priced that one can buy 3 SUVs of same model in Canada,yaar though launched expensively priced one buy suvs model canada,0
1039,All family,family,0
1040,Guess other avenues in world are dampening which is driving India market. But again can't see any intrinsic triggers,guess avenues world dampening driving india market can see intrinsic triggers,0
1041,U missed out telengana government cash reward for sakshi malik,u missed telengana government cash reward sakshi malik,0
1042,No matter what world think. These potystani love their terrirists. Plz ask them where usa killed osama. They will denay it too,matter world think potystani love terrirists plz ask usa killed osama denay,1
1043,Word to word rebuttal only our PM can do this superb. Unbeatable.,word word rebuttal pm superb unbeatable ,0
1044,Still better than paki national anthem,still better paki national anthem,1
1045,"Kashmiris are already free. Those who still want freedom, u can take them to ur home.",kashmiris already free still want freedom u take ur home ,0
1046,"News is fine, but whatever has happened to your proof-reading competency, Indian Express? The grammar and English are simply horrible!",news fine whatever happened proof reading competency indian express grammar english simply horrible ,1
1047,"Why should you have to beg for your money, people those who black money do you think they will walk to bank to submit? . Common people effected. Big Big Big failure.",beg money people black money think walk bank submit common people effected big big big failure ,1
1048,Its high time ..u should use ur 56 inch chest..how many soldiers will be killed in ur political games..war is the only option ..,high time u use ur inch chest how many soldiers killed ur political games war option ,0
1049,means rajdeep is cooked on daily basis by the home minister .....howzaat?,means rajdeep cooked daily basis home minister howzaat ,0
1050,Die ..Instead of helping equality ..Everyone wants to be spoon fed ! Pathetic,die instead helping equality everyone wants spoon fed pathetic,1
1051,"Understand that nothing is free, it is your tax money. If you are getting subsidy on something, you are getting a stick on other things.",understand nothing free tax money getting subsidy something getting stick things ,0
1052,in 1971 we can have kill ur 93000 army but we leave them and not did any bargaining.it is India, kill ur army leave bargaining it india,1
1053,POLITICS ISNT FOR THE HONEST... THIS IS INCREDIBLE NEW INDIA ..WE ALL SHOULD BE ASHAMED OF hashtag,politics isnt honest incredible new india we ashamed hashtag,1
1054,Mr chuthiya what abt Malaysia Indonesia turkey Kosovo ????,mr chuthiya abt malaysia indonesia turkey kosovo ,1
1055,He has lost 15kgs since he was sacked from the ministry.,lost since sacked ministry ,0
1056,##Imran it is 4 U....And sickular mind people....,imran u and sickular mind people ,0
1057,Irony is after beating badly a 60 yr old man he isn't arrested by law of land.,irony beating badly yr old man arrested law land ,1
1058,"I think you guys are reacting hastily. He is winning continuously from Gorakhpur since 1998. Even when BJP was not strong he never lost an election. That means he has done some work. And just becuase the media channels have projected him as divisive politician, I doesn't mean he will be bad CM.",think guys reacting hastily winning continuously gorakhpur since even bjp strong never lost election means done work becuase media channels projected divisive politician mean bad cm ,0
1059,Reservation seats from different organizations. .. Families of such students thank God for their absence in their homes.,reservation seats different organizations families students thank god absence homes ,1
1060,Cyrus proved to be no Rattan Tata as market assurance,cyrus proved rattan tata market assurance,0
1061,It Is a very unfortunate incident. Pakistan must avoid behaving in this manner and stop such activities.,unfortunate incident pakistan must avoid behaving manner stop activities ,0
1062,Govt failure sir,govt failure sir,1
1063,U still need to learn politics and its dirty drawback,u still need learn politics dirty drawback,1
1064,Shirish kunder.. I don't know how u became what u r now ;) ##presstitues pole dancer,shirish kunder know u became u r presstitues pole dancer,1
1065,"Exactly...what is lol pal, AZ forgot completely...talking about AZ is waste of time",exactly what lol pal az forgot completely talking az waste time,0
1066,#Breaking E Palaniswami has won the trust vote,breaking e palaniswami trust vote,0
1067,Anything more than 10bps is atrocious. E-Wallets will get wiped out if PSU Banks support their wallets at no extra cost on Govt directive.,anything atrocious e wallets get wiped psu banks support wallets extra cost govt directive ,0
1068,Yes for RSS,yes rss,0
1069,he is mad i dont think so he is businessman,mad dont think businessman,1
1070,Very good--,good ,0
1071,Shame on Muslims koi Indian army kyun nahi jaata 15 Aug ko tiranga nahi fehraata sab desh virodhi tatv ho tum log,shame muslims koi indian army kyun nahi jaata aug ko tiranga nahi fehraata sab desh virodhi tatv ho tum log,1
1072,Who r u ? U. R no way in lime light....If indias fate service through fews from last 60 years...why not with RSS ideology....lets test them too.,r u u r way lime light if indias fate service fews last years why rss ideology lets test too ,0
1073,"Talking to companies, govt on making economical generic drugs available to patients: IMA President",talking companies govt making economical generic drugs available patients ima president,0
1074,Is it availbel in india..plx send d details as i want to buy it,availbel india plx send details want buy,1
1075,The sad part is that AIFF (Football Federation) is paying 5 lakhs each and the the most richest sporting body in the world BCCI isn't paying a penny .. Just sad,sad part aiff football federation paying lakhs richest sporting body world bcci paying penny sad,0
1076,"Very bad,cumunal govt ind why not take secularism step?",bad cumunal govt ind take secularism step ,1
1077,"""saving is injurious to health ...where you save cholesterol , hyper tension, all life style disease ....while saving ...""ha ha ha .......", saving injurious health where save cholesterol hyper tension life style disease while saving ha ha ha ,1
1078,Hi Both - how do u see tomorrow's opening for PSU banks ?,hi u see tomorrow opening psu banks ,0
1079,He is not needed by his own party so had to be seen heard,needed party seen heard,1
1080,"Mooodiijiiie didn't u know that black money in cash form is only about 2-3%...this is like to save Rs.3 you are spending Rs.30....in a country where over 90% transactions are in cash but remember that not all that cash is black, your step has not changed anything except that it incurred 1.28lakhs on the government for your decisions...this is the reason THE GREAT RAGHURAM RAJAN was against demonitisation and because of your diff in views he stepped down from the post....if at all there was someone who was responsible for the economic growth of india with the highest GDP growth in the world then that was Mr.Rajan...These Bhashans by modiji is to cover up his wrong steps",mooodiijiiie u know black money cash form this like save rs spending rs in country transactions cash remember cash black step changed anything except incurred government decisions this reason great raghuram rajan demonitisation diff views stepped post if someone responsible economic growth india highest gdp growth world mr rajan these bhashans modiji cover wrong steps,1
1081,If the fight against corruption and black money is so serious why are political parties exempt from Income Tax scrutiny for deposit of old currency in its account????,fight corruption black money serious political parties exempt income tax scrutiny deposit old currency account ,1
1082,2 mins silence for dose who r in front of them, mins silence dose r front,1
1083,His country is a first worldcou try with better education .health..industry..gdp per capita..tourism...in every field,country first worldcou try better education health industry gdp per capita tourism in every field,0
1084,R u gone mad bajaj can never be competitor to royal Enfield,r u gone mad bajaj never competitor royal enfield,1
1085,utterly nonsense.,utterly nonsense ,1
1086,Ralstin Tyler I was just thinking about it ‘»,ralstin tyler thinking ,0
1087,Mens blame .daily soaps for women s .mental violence against men,mens blame daily soaps women mental violence men,0
1088,#app wapsi all desh virodhi news channels,app wapsi desh virodhi news channels,1
1089,"It's okay, it's not such a big deal to make such a huge issue of it :/",okay big deal make huge issue ,0
1090,"When the bomb go off, it won't make a difference between sindhoor and skull cap...",bomb go off make difference sindhoor skull cap ,1
1091,Idiotic news. Nobody literally cares about the British royal family. These people enslaved India for 300 years and randi TV is busy orgasming over their baby pix! Shame on randi tv's colonial hangover,idiotic news nobody literally cares british royal family people enslaved india years randi tv busy orgasming baby pix shame randi tv colonial hangover,1
1092,Views on Motilal oswal financial for long term I have 1100 share @user,views motilal oswal financial long term share ,0
1093,This is happening a lot...,happening lot ,0
1094,Sure India will be super power if we have leader like modi only,sure india super power leader like modi,0
1095,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa non binding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake ,1
1096,Really Mandir in Kashmir..U guyzz killed n dehomed 5lacs Kashmiri pandits...N destroyed lots of temples ..,really mandir kashmir u guyzz killed n dehomed kashmiri pandits n destroyed lots temples ,1
1097,Whoever is gng negative comments are involved in black money u bloody people,whoever gng negative comments involved black money u bloody people,1
1098,What's wrong in that?,what wrong that ,1
1099,Hat's Off to Shri Narendra Modiji PM India. EK BHARAT SHRESHT BHARAT.,hat shri narendra modiji pm india ek bharat shresht bharat ,0
1100,What an amazing thought!!! Data is the new natural resource... yes it is!!!!,amazing thought data new natural resource yes is ,0
1101,Crude prices are low but about. 51.36% as total taxes Why so high taxes Why punish taxpayers for poor performance of CEA & Fin ministry Col Lamba,crude prices low about total taxes high taxes punish taxpayers poor performance cea fin ministry col lamba,0
1102,FIR needs to be filed immediately against him and his outfit. Their houses and places should be raided for weapons! This has to happen NOW.,fir needs filed immediately outfit houses places raided weapons happen now ,1
1103,"Internet is clearly saying that this 400cc dominos, i mean dominar cant go faster than 150 km/hour, where the 390 cc ktm can go faster than 175km/hour, and an enfield 500 can go faster than 150 km/hour.",internet clearly saying dominos mean dominar cant go faster km hour cc ktm go faster hour enfield go faster km hour ,0
1104,"On the occasion of International women's day, I congratulate to all women of the world and wish them a very happy, healthy, progressive and bright future. Let we all respect the women for their key role in the society as well as their directly and indirectly contribution for overall developments of the nation.Happy Women's day.. feel the power of Naari Shakti..",occasion international women day congratulate women world wish happy healthy progressive bright future let respect women key role society well directly indirectly contribution overall developments nation happy women day feel power naari shakti ,0
1105,Simply denying is not sufficient they have to ensure these beggars should not enter in our territory .,simply denying sufficient ensure beggars enter territory ,1
1106,Jagran also a very much noisy,jagran also much noisy,1
1107,Marks philosophy has new significance ?? RUBBISH. 34 Countries tried for nearly 70 years and proved to be stupid. Now 29 Countries got freed from Communism. Only 5 Countries are remaining. In India West Bengal after 34 year Communist rule proved to be a failure.,marks philosophy new significance rubbish countries tried nearly years proved stupid countries got freed communism countries remaining india west bengal year communist rule proved failure ,1
1108,After sometime he won't be getting a cycle rickshaw.,sometime getting cycle rickshaw ,1
1109,We are again hearing abt ONGC divestment . Heard it @user levels also. Stock is now 250 Whats ur take ?,hearing abt ongc divestment heard levels also stock whats ur take ,0
1110,Hi anuj should i cut pizza into 6 or 8 pcs?...hahahaha....jst a joke apart that was a good one,hi anuj cut pizza pcs hahahaha jst joke apart good one,0
1111,"Isreal is God's nation, a nation that belongs to the Jews",isreal god nation nation belongs jews,0
1112,How much you get from BJP per month,much get bjp per month,1
1113,Indian Express is being handled by Pakistani mullas!!,indian express handled pakistani mullas ,1
1114,I stand by him.I'm sick of the mentality of the goddamned liberals refusing to address the elephant in the room...we need a few hundred thousand people like him....,stand him i sick mentality goddamned liberals refusing address elephant room we need hundred thousand people like him ,1
1115,instead of going to nearby place and talk to dem u jst tweeted and outburst prevailing bad situation .u shldnt do dat...,instead going nearby place talk dem u jst tweeted outburst prevailing bad situation u shldnt dat ,1
1116,american dental association recommends the news for best dental care award,american dental association recommends news best dental care award,0
1117,The script writer had only imagined one and only one actor and he had only meet one actor to complete work that is our lalettan.... We dont want your opinion wether mohanlal want to play dhritrashtra or dronacharya......,script writer imagined one one actor meet one actor complete work lalettan dont want opinion wether mohanlal want play dhritrashtra dronacharya ,1
1118,Reservation getting is not mean it's easy to get job Nishnt Rao You need to work hard more then non reservation people. My friend you need to study Indian Constitution so you'll understand each and every thing how you are taking everything easily in INDIA and how?? And By who ??,reservation getting mean easy get job nishnt rao need work hard non reservation people friend need study indian constitution understand every thing taking everything easily india how ,1
1119,Such type of idiots have no any qualifications. These type of leaders are shame on indian political system.Ours is a biggest democracy but its a fractured and faulty constitution in todays time.It need Lots of changes.The foul mouth leaders should be punished by voters but our voter think they are very big .its their mistake...just think these dirty pigs are enemies of society and should be thrown out in to gutter which the right place for such stupid leader.,type idiots qualifications type leaders shame indian political system ours biggest democracy fractured faulty constitution todays time it need lots changes the foul mouth leaders punished voters voter think big its mistake just think dirty pigs enemies society thrown gutter right place stupid leader ,1
1120,"Though the IITians and other talented people leave our country to get to do what they want, their base (family) is in India. Hence in spite of spending a part of income they earn, they save and remit it to India. Such remittances serve a great purpose of balancing the current account deficit of our country. Hence though they aren't contributing directly at the beginning of their careers, they benefit their families and indirectly our country. Reverse brain drain is a phenomenon that is widespread today. A lot of these talented people left our country because they could not find the right environment in our country to nurture their interest or talent. Nowadays a lot of them return back with distinctions that are recognised throughout the world and are contributing by helping to set up the atmosphere so that in the future, our people need not go abroad.",though iitians talented people leave country get want base family india hence spite spending part income earn save remit india remittances serve great purpose balancing current account deficit country hence though contributing directly beginning careers benefit families indirectly country reverse brain drain phenomenon widespread today lot talented people left country could find right environment country nurture interest talent nowadays lot return back distinctions recognised throughout world contributing helping set atmosphere future people need go abroad ,1
1121,The one who always turn out to be opportunist using a student as launchpad against BJP. Rather than being responsible leaders and doing sonething to resolve the issue everyone is busy in slamming each other giving rise to this stupid debate. This issue could have been resolved easlity if evrry one had played their role well. But no one wanted to miss out an opportunity to serve their political propoganda. Shame seriously.,one always turn opportunist using student launchpad bjp rather responsible leaders sonething resolve issue everyone busy slamming giving rise stupid debate issue could resolved easlity evrry one played role well one wanted miss opportunity serve political propoganda shame seriously ,1
1122,U always are liar Indians from hashtag To Modi U R Always Cheaters,u always liar indians hashtag modi u r always cheaters,1
1123,What will be tax on packaged drinking water and non packaged drinking water ?,tax packaged drinking water non packaged drinking water ,0
1124,No any dialogue only dialogue baltastan and POK not Kashmir,dialogue dialogue baltastan pok kashmir,1
1125,"Please advise about gammon infrastructure, can I hold or sell it.",please advise gammon infrastructure hold sell it ,0
1126,gone mad,gone mad,1
1127,Hi..what about malu paper share is going down. May I know why..,hi what malu paper share going down may know why ,0
1128,That is called bhakti,called bhakti,1
1129,27 % islamics are terrorists....they all should be killed...specially in pakistan .talibaan ..afghanistan..iraq.syria..saudi..and in india also, islamics terrorists they killed specially pakistan talibaan afghanistan iraq syria saudi and india also,1
1130,"First, stop the black money in politics, don't give election tickets to criminals, Clean your own house first before trying to clean others house. Gov. has the list of names of people having money in Swiss banks and Panama files, they are too big corporates, who gives lots of their black money to all political parties including BJP. No one can touch them. Demonitization cleans the black money from middle class business and not from big corporates who hold assents in $ and ֲ",first stop black money politics give election tickets criminals clean house first trying clean others house gov list names people money swiss banks panama files big corporates gives lots black money political parties including bjp one touch them demonitization cleans black money middle class business big corporates hold assents ,1
1131,Indian media is playing a very good role in spreading hatred between the two nations.,indian media playing good role spreading hatred two nations ,1
1132,Narendra is his boss,narendra boss,0
1133,How it is related to PM Modi ? If Jansatta & Indian Express have any prejudice against PM ?,related pm modi jansatta indian express prejudice pm ,1
1134,"Yes, let's start from own backyard",yes let start backyard,1
1135,"Unitech , what to do on this stock, suggest me",unitech stock suggest,0
1136,"Invested in technology to secure transactions, differentiate bank from other players: Shikha Sharma",invested technology secure transactions differentiate bank players shikha sharma,0
1137,"You are given many Constitutional protections...However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",given many constitutional protections however reservation poverty alleviation scheme social groups historically exploited marginalized rendered weaker muslims wanted window within obcs supreme court says create subwindow within obcs without breaching barrier basis religion ,1
1138,haha INDIAN ARMY fighting war in songs and movies.,haha indian army fighting war songs movies ,1
1139,hope car occupants are safe and unharmed.,hope car occupants safe unharmed ,0
1140,Kamin . Wait when ur heads will be cut then u say all this dunce.,kamin wait ur heads cut u say dunce ,1
1141,When is work on NH-8 getting completed? Particluarly Hero Honda Chowk??,work nh getting completed particluarly hero honda chowk ,0
1142,BJP HAVE LEADERS. WHY NDTV IN PAIN ? JUST THINK ABOUT PAPPU WHERE HE IS ?,bjp leaders ndtv pain think pappu ,1
1143,"Hello Sir, U enjoyed ur tenure n we d people of india also lucky to have governer like u who always thought for d better economy for india. Hats off to u sir. U r gr8 for us now n forever. Salute n Respect sir.",hello sir u enjoyed ur tenure n people india also lucky governer like u always thought better economy india hats u sir u r us n forever salute n respect sir ,0
1144,"It is the greatness of AK that he has not spoken a word against Anna. But Anna has been exposed and now i have a doubt about his mission, as even the neighbouring village is not following him.",greatness ak spoken word anna anna exposed doubt mission even neighbouring village following him ,0
1145,"Best Joke by Urjit Patel : ""Committed to easing citizens' pain at the earliest.""",best joke urjit patel committed easing citizens pain earliest ,0
1146,Truly agree.. I believe working lady can up bring a better independent child. To look after your child you don't really carry them on your lap for the whole day long. It's should be individual choice rather than pulling down and disrespect other's choice.,truly agree believe working lady bring better independent child look child really carry lap whole day long individual choice rather pulling disrespect other choice ,1
1147,"Sir. As depression is commonly used term for even a small amount of sadness, can you please elaborate on the difference between Sadness and depression..",sir depression commonly used term even small amount sadness please elaborate difference sadness depression ,0
1148,if u r short term investor then u should keep distance to RIL.....but u can enter in reliance infra and reliance capital,u r short term investor u keep distance ril but u enter reliance infra reliance capital,0
1149,Iam sure half of what the media shows ia all lies amd is all what The politicians are instigating,iam sure half media shows ia lies amd politicians instigating,0
1150,Vasa Madhukar He has been speaking so many things. I am waiting for the performance.,vasa madhukar speaking many things waiting performance ,1
1151,"Now itself u reached from 23-35 k what will be ur price on 1+4 with water proof,hifi audio,good low light photography & 2-4k display",u reached k ur price water proof hifi audio good low light photography display,1
1152,I took an oath to stop drinking hashtag & hashtag hashtag hashtag hashtag,took oath stop drinking hashtag hashtag hashtag hashtag hashtag,0
1153,While frustrated Ismail would rather make at least one or two comments on facebook. xDDD,frustrated ismail would rather make least one two comments facebook xddd,1
1154,Can IT sector MFs be bought instead of Mindtree or Wipro?,sector mfs bought instead mindtree wipro ,0
1155,"Mediocracy meets perfection, there comments are nothing but Karan's insecurities. She put it on a plate for him, he still doesn't get it. She said comments like these only inspire her to work harder not run away you fool.",mediocracy meets perfection comments nothing karan insecurities put plate him still get it said comments like inspire work harder run away fool ,1
1156,Hello people.. did you all read everything..? It's says President of the Divided States of America...not United states of America...₪”₪”₪”,hello people read everything says president divided states america not united states america ,0
1157,He means to say that he has created many opportunities..!!˜‘½,means say created many opportunities ,0
1158,Isnt it's her choice to work or not? She and only should decide what best for her not others,isnt choice work not decide best others,1
1159,#ExpressBlog I confess Hillary Clinton was not the greatest opponent you could have faced.,expressblog confess hillary clinton greatest opponent could faced ,0
1160,I most excited to see .. you on live ..,excited see live ,0
1161,My heart bleeds for the father and other family members of Saifullah- what wrong did they do to deserve such personal pain. The entire community it's leadership social and religious must introspect their acts of omission or commission that brought such sufferings to this honourable man.,heart bleeds father family members saifullah wrong deserve personal pain entire community leadership social religious must introspect acts omission commission brought sufferings honourable man ,1
1162,"I don't understand you Muslim people don't live in their own country.. you settle down here are there , out of the crowd .. And talking about India and Pakistan matter",understand muslim people live country settle crowd talking india pakistan matter,1
1163,Dhananjay Aggarwal he has a point,dhananjay aggarwal point,0
1164,When you stop giving bread to a Dog (Afg) ..he'll definitely bark at you˜†˜†,stop giving bread dog afg he definitely bark you,1
1165,Indians are habituated with is kind of astricities. Show some biscuits they fall in line.,indians habituated kind astricities show biscuits fall line ,1
1166,WOULD HE EVER PAY.......? IS THE QUESTION ALWAYS.....? CAN YOU RECOVER FROM GOONS....? HOW....?,would ever pay question always recover goons how ,0
1167,Manish Vats can you explain on the basis of what facts and data you mentioned whole India is with Modi. Who are you reply on behalf of whole India?,manish vats explain basis facts data mentioned whole india modi reply behalf whole india ,1
1168,In every Indian citizens accounts filled with 15 lakhs old 500&1000 notes.,every indian citizens accounts filled lakhs old notes ,1
1169,"Sonia I am holding Rel cap 430, please suggest what to do",sonia holding rel cap please suggest,0
1170,Part time online job without investment Most important job for Facebook expert Earn 15000-25000/-month Open play store Install champcash mony free app Sign up with champcash Refer id-9044274 Install 7-8 apps in the champcash and start online work,part time online job without investment important job facebook expert earn month open play store install champcash mony free app sign champcash refer id install apps champcash start online work,0
1171,Poor people dont watch movies and pay like u do,poor people dont watch movies pay like u,0
1172,"Message clear, that was it, and what was made out of it. ..",message clear it made it ,1
1173,Pakistan military court is a banana court where they have given a judgement without any evidence. Government should use its influence and try to bring him back here safe. Jadhav should be saved at all costs.,pakistan military court banana court given judgement without evidence government use influence try bring back safe jadhav saved costs ,1
1174,Why Gorakhpur likes him ?,gorakhpur likes ,0
1175,Well said Saurabh..Mr Ali as far as i know Mr Manmohan Singh is a very educated man but what he gave to this country?? A basket full of Curruption & scandals...Unlike the present PM who is hardly educated but still if you like guys like Ex PM and Congress party then bro can't help.,well said saurabh mr ali far know mr manmohan singh educated man gave country basket full curruption scandals unlike present pm hardly educated still like guys like ex pm congress party bro can help ,1
1176,Propaganda doesn't require data brother it requires gullible minds. ‘,propaganda require data brother requires gullible minds ,0
1177,"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare",anna hazare failed drama kejriwal case hazare aim remove congress power joined kejriwal kejri clever overcome hazare defeated bjp opposing till now anna hazare wont speak bjp involve money scandal communal violence hate speeches etc etc anna hazare hypocritic poison human being hazare never thought kejri come politics hazare may defeating congress lost kejri matter great actor hazare,1
1178,I dont think that 50% atms calibrated ..its only 15-25%,dont think atms calibrated its ,0
1179,I m sorry for sing paa g but near bahdr no excuse,sorry sing paa g near bahdr excuse,0
1180,Brave man modi...taking hits from all sides..we r lucky to have aleader like him,brave man modi taking hits sides we r lucky aleader like,0
1181,"yes no more soft power no more soft state. an eye for an eye, a tooth for a tooth. we must also behead and send them as gifts any paki soldier or citizen crossing over the LoC. dont lecture us pakis. remember u pigs hid laden from the world for years. the surgical strikes that took out terrorists supported by pak army didnt teach you a lesson it seems. u like playing with fire, as it is your civilian govt is no longer in control and your sorry country is overrun with jehadis even in the top ranks of the army. so be prepared to pay the price. is this what your religious duty expects of you? killing the enemy is a national duty but mutilating and gloating over a dead body ? is that your religion. spit on you pigs. our blood boils at these repeated incidents. just killing the enemy soldier is not enough for you. mutilation and beheading is taught to you by your religious heads???",yes soft power soft state eye eye tooth tooth must also behead send gifts paki soldier citizen crossing loc dont lecture us pakis remember u pigs hid laden world years surgical strikes took terrorists supported pak army didnt teach lesson seems u like playing fire civilian govt longer control sorry country overrun jehadis even top ranks army prepared pay price religious duty expects you killing enemy national duty mutilating gloating dead body religion spit pigs blood boils repeated incidents killing enemy soldier enough you mutilation beheading taught religious heads ,1
1182,Why blame BJP. Going abroad is individual's choice. Money comes to the family. People who go abroad must know all that glitters is not gold. Government of the day is taking utmost care in such cases.,blame bjp going abroad individual choice money comes family people go abroad must know glitters gold government day taking utmost care cases ,1
1183,A perfect politician and really everyone should be proud that in a male dominant society a bold woman like her who faced all struggles to become CM of Tamilnadu. A loyal respect to Amma Selvi.J.Jayalalitha. Rest In Peace ˜¥˜¥˜¥,perfect politician really everyone proud male dominant society bold woman like faced struggles become cm tamilnadu loyal respect amma selvi j jayalalitha rest peace ,0
1184,Jio is very slow,jio slow,1
1185,problem is morons commenting on things without even trying to understand what is being conveyed.. Government is not there to trouble honest guys in the name of recovering black money..?? Today if the police take your family members to police station and keep them there for three days only to say that they did it for catching some thieves would you agree . ??,problem morons commenting things without even trying understand conveyed government trouble honest guys name recovering black money today police take family members police station keep three days say catching thieves would agree ,0
1186,"You wanted big fishes, so only drama you can do.",wanted big fishes drama do ,1
1187,Babu gaaru..this is time to take care of rural areas...,babu gaaru this time take care rural areas ,0
1188,if they not then their Image will be further deteriorated,image deteriorated,1
